,index,Total
3955,supplies,13.0
3956,supply,14.0
3957,support,308.0
3958,supported,6.0
3959,supporters,4.0
3960,supporting,8.0
3961,supportive,2.0
3962,supports,3.0
3963,supreme,22.0
3964,supremely,1.0
3965,sure,29.0
3966,survey,6.0
3967,surveys,1.0
3968,survive,1.0
3969,surviving,1.0
3970,survivor-centered,1.0
3971,survivors,1.0
3972,susan,4.0
3973,suspect,1.0
3974,suspected,1.0
3975,sustain,1.0
3976,sustaining,1.0
3977,svg,9.0
3978,symptoms,13.0
3979,sync,3.0
3980,syntax,3.0
3981,system,7.0
3982,systems,3.0
3983,t-shirt,6.0
3984,t-shirtssweatshirts,3.0
3985,tab,12.0
3986,table,1.0
3987,tabs,3.0
3988,tag,6.0
3989,take,67.0
3990,taken,8.0
3991,takes,2.0
3992,taking,11.0
3993,talbot,1.0
3994,talk,22.0
3995,talked,1.0
3996,talking,5.0
3997,talks,1.0
3998,tangle,1.0
3999,taper,1.0
4000,taraji,6.0
4001,target,54.0
4002,tasks,1.0
4003,taught,3.0
4004,tax,23.0
4005,tax-deductible,35.0
4006,teach,2.0
4007,teachable,1.0
4008,teaching,93.0
4009,team,96.0
4010,teamleadershipmfp,39.0
4011,technical,5.0
4012,technologies,1.0
4013,technology,7.0
4014,teen,14.0
4015,teens,31.0
4016,teensamaze,1.0
4017,telecommuteroffice,3.0
4018,telecommutertelecommuterteamallfederation,3.0
4019,telehealth,68.0
4020,telemedicine,1.0
4021,telemetrybasedata,6.0
4022,telemetryitem,6.0
4023,telephone,7.0
4024,tell,30.0
4025,temp,1.0
4026,temporarily,1.0
4027,ten,1.0
4028,tenets,1.0
4029,tennessee,9.0
4030,tens,1.0
4031,term,5.0
4032,terminate,1.0
4033,termination,4.0
4034,terms,81.0
4035,test,36.0
4036,tested,7.0
4037,testify,1.0
4038,testimonial,1.0
4039,testing,93.0
4040,testosterone,3.0
4041,tests,21.0
4042,texas,6.0
4043,text,18.0
4044,text-top,1.0
4045,textarea,6.0
4046,textchange,3.0
4047,th,18.0
4048,than,48.0
4049,thank,23.0
4050,thanks,3.0
4051,thanksgiving,3.0
4052,that's,7.0
4053,that’s,1.0
4054,theater,3.0
4055,their,92.0
4056,them,32.0
4057,themaine,1.0
4058,theme,4.0
4059,then,11.0
4060,theory,2.0
4061,therapy,48.0
4062,therapytrans,2.0
4063,there,31.0
4064,there's,6.0
4065,therefore,1.0
4066,there’s,8.0
4067,these,47.0
4068,they,50.0
4069,they're,3.0
4070,they’re,3.0
4071,they’ve,6.0
4072,thin,3.0
4073,thing,3.0
4074,things,2.0
4075,think,19.0
4076,third,28.0
4077,third-party,6.0
4078,thirdpartyid,1.0
4079,thirdpartyuser,1.0
4080,thirteen,1.0
4081,this,625.0
4082,thisplugin,3.0
4083,thomaston,1.0
4084,those,24.0
4085,thoughts,1.0
4086,thousands,4.0
4087,threat,2.0
4088,three,12.0
4089,through,86.0
4090,throughout,4.0
4091,throw,2.0
4092,throws,4.0
4093,thur,5.0
4094,thurs,3.0
4095,thursday,2.0
4096,ticket©,3.0
4097,tiene,3.0
4098,tiktok,3.0
4099,tile,3.0
4100,time,55.0
4101,timeframe,1.0
4102,timefull,3.0
4103,timely,4.0
4104,timeno,3.0
4105,timeout,1.0
4106,times,7.0
4107,timing,3.0
4108,tip,1.0
4109,tips,3.0
4110,tipsheet,3.0
4111,tireless,1.0
4112,tissue,2.0
4113,title,27.0
4114,titles,1.0
4115,tn,3.0
4116,toastfadein,27.0
4117,today,15.0
4118,toddlers,1.0
4119,together,6.0
4120,toggle,75.0
4121,toggling,3.0
4122,toilet,1.0
4123,token,18.0
4124,tokenname,7.0
4125,tokens,2.0
4126,tokenvalue,3.0
4127,tolang,1.0
4128,told,1.0
4129,tomar,3.0
4130,tome,8.0
4131,tomorrow,1.0
4132,too,7.0
4133,took,2.0
4134,tool,6.0
4135,toolkit,4.0
4136,tools,2.0
4137,top,77.0
4138,topic,2.0
4139,topics,16.0
4140,topicsreview,1.0
4141,topsham,3.0
4142,tort,2.0
4143,total,40.0
4144,touch,6.0
4145,tov,3.0
4146,towards,3.0
4147,toweeks,1.0
4148,town,2.0
4149,tpj,3.0
4150,track,2.0
4151,tracker,3.0
4152,tracking,7.0
4153,tracks,1.0
4154,tract,7.0
4155,trade,2.0
4156,trademarks,2.0
4157,trafficking,1.0
4158,trailblazing,1.0
4159,trained,2.0
4160,training,87.0
4161,trainings,8.0
4162,trans,5.0
4163,trans-inclusive,6.0
4164,transaction,16.0
4165,transactional,2.0
4166,transfer,6.0
4167,transferred,3.0
4168,transformation,3.0
4169,transformationtelecommuterfederation,3.0
4170,transgender,57.0
4171,transient,39.0
4172,transition,5.0
4173,transitional,1.0
4174,transitions,3.0
4175,translate,1.0
4176,transmission,6.0
4177,transmit,1.0
4178,transmitted,35.0
4179,transmitting,3.0
4180,transnet,4.0
4181,transparent,3.0
4182,tratando,3.0
4183,travel,3.0
4184,treat,3.0
4185,treated,2.0
4186,treating,2.0
4187,treatment,79.0
4188,treatmentcome,2.0
4189,treatments,3.0
4190,tree,3.0
4191,trial,1.0
4192,tribute,7.0
4193,tricky,1.0
4194,trigger,13.0
4195,triggerconfirmationanalytics,1.0
4196,triple,1.0
4197,trouble,1.0
4198,true,10.0
4199,truly,6.0
4200,trump,5.0
4201,trump's,1.0
4202,trump’s,4.0
4203,trust,1.0
4204,trusted,30.0
4205,trusts,2.0
4206,trustworthy,1.0
4207,truvada,5.0
4208,truvada/,2.0
4209,try,64.0
4210,trying,4.0
4211,trymonthlynotice,3.0
4212,tubal,6.0
4213,tues,6.0
4214,tuesday,1.0
4215,tufts,3.0
4216,tuned,1.0
4217,turn,7.0
4218,turned,6.0
4219,turning,2.0
4220,turns,1.0
4221,tweet,1.0
4222,twice,6.0
4223,twitter,10.0
4224,two,23.0
4225,tx,3.0
4226,type,18.0
4227,typeallfull,3.0
4228,typeallon-sitehybridremotelocationallafrica,3.0
4229,typed,1.0
4230,typeof,3.0
4231,types,21.0
4232,typethis,3.0
4233,typically,2.0
4234,ucsf,2.0
4235,uhcsr,3.0
4236,ui,24.0
4237,ul,40.0
4238,ultimate,2.0
4239,ultrasound,4.0
4240,un,21.0
4241,unable,13.0
4242,unauthorized,4.0
4243,uncategorized,17.0
4244,uncheck,6.0
4245,unchecked,6.0
4246,uncomfortable,1.0
4247,undefined,11.0
4248,under,55.0
4249,underinsured,1.0
4250,underneath,6.0
4251,undersigned,1.0
4252,understand,4.0
4253,understanding,6.0
4254,understands,2.0
4255,underwear,2.0
4256,undoubtedly,1.0
4257,undue,1.0
4258,unenforceable,1.0
4259,uninsured,1.0
4260,unintended,8.0
4261,unique,8.0
4262,unitarian,2.0
4263,united,10.0
4264,units,2.0
4265,universalist,2.0
4266,university,7.0
4267,university’s,1.0
4268,unless,9.0
4269,unlike,2.0
4270,unmet,1.0
4271,unnecessary,6.0
4272,uno,6.0
4273,unplanned,6.0
4274,unpopular,1.0
4275,unprotected,20.0
4276,unreasonable,1.0
4277,unsafe,1.0
4278,unsubscribe,3.0
4279,unsupported,1.0
4280,until,30.0
4281,untreated,3.0
4282,up,103.0
4283,up-to-date,9.0
4284,up/depo,1.0
4285,upcoming,11.0
4286,update,13.0
4287,update---,6.0
4288,updateaffiliateid,9.0
4289,updated,6.0
4290,updates,27.0
4291,updating,3.0
4292,upgrade,1.0
4293,upload,1.0
4294,uploading,4.0
4295,upon,12.0
4296,uppercase,8.0
4297,urban,6.0
4298,urged,1.0
4299,urgent,2.0
4300,urinary,9.0
4301,urine,1.0
4302,url,58.0
4303,us,559.0
4304,usa,3.0
4305,usage,2.0
4306,usar,6.0
4307,uscreatorsadvertisedeveloperstermsprivacypolicy,3.0
4308,usd,6.0
4309,use,219.0
4310,usecontact,6.0
4311,used,65.0
4312,useful,2.0
4313,usematchviewport,8.0
4314,user,43.0
4315,username,1.0
4316,users,11.0
4317,users',1.0
4318,user’s,1.0
4319,uses,10.0
4320,using,51.0
4321,usjoin,39.0
4322,usually,6.0
4323,us”,1.0
4324,uterus,2.0
4325,uti,9.0
4326,utility,1.0
4327,utilize,1.0
4328,utilizes,3.0
4329,va,6.0
4330,vaccination,1.0
4331,vaccine,40.0
4332,vaccines,39.0
4333,vagina,12.0
4334,vaginal,6.0
4335,val,3.0
4336,valid,43.0
4337,validate,1.0
4338,validated,43.0
4339,validation,18.0
4340,validity,1.0
4341,validresults,1.0
4342,valuable,10.0
4343,value,44.0
4344,valued,2.0
4345,values,11.0
4346,valueyes,6.0
4347,var,1431.0
4348,variable,12.0
4349,variables,6.0
4350,variableusedininnerscopebeforedeclared,12.0
4351,variableusedoutofscope,6.0
4352,varied,2.0
4353,varies,1.0
4354,variety,4.0
4355,various,5.0
4356,vars,3.0
4357,vasectomy,4.0
4358,vasectomymfp,2.0
4359,vcdata,37.0
4360,vendors,1.0
4361,venue,1.0
4362,verification,2.0
4363,verify,1.0
4364,vermont,6.0
4365,vermonters,3.0
4366,version,7.0
4367,very,7.0
4368,vezina,1.0
4369,vezinapresident,1.0
4370,via,20.0
4371,vice,29.0
4372,victim,1.0
4373,victims,1.0
4374,victories,1.0
4375,victory,1.0
4376,video,116.0
4377,videos,23.0
4378,view,56.0
4379,viewing,1.0
4380,vimeo,2.0
4381,vincent,8.0
4382,violate,1.0
4383,violated,2.0
4384,violatedyou,1.0
4385,violations,1.0
4386,violence,21.0
4387,violencepreventing,1.0
4388,virgin,16.0
4389,virtual,140.0
4390,virtually,4.0
4391,virus,8.0
4392,viruses,1.0
4393,visa,3.0
4394,visible,4.0
4395,vision,4.0
4396,visit,48.0
4397,visiting,3.0
4398,visitor,1.0
4399,visitors,2.0
4400,visits,129.0
4401,visitsprimary,39.0
4402,visual,3.0
4403,vital,12.0
4404,voice,3.0
4405,voiced,1.0
4406,voices,123.0
4407,void,24.0
4408,volunteer,29.0
4409,volunteering,15.0
4410,volunteers,4.0
4411,vote,3.0
4412,voting,6.0
4413,vouchers,2.0
4414,vs,18.0
4415,vt,12.0
4416,vulva,6.0
4417,wa,9.0
4418,wade,4.0
4419,wadsworth,2.0
4420,wait,8.0
4421,waitforel,39.0
4422,waiting,8.0
4423,waive,1.0
4424,waived,1.0
4425,waldo,1.0
4426,walk,2.0
4427,wanna,1.0
4428,want,63.0
4429,wants,3.0
4430,warning,3.0
4431,warningtype,2.0
4432,warrant,1.0
4433,warranties,5.0
4434,warranty,2.0
4435,washington,12.0
4436,watch,4.0
4437,watching,5.0
4438,waterville,2.0
4439,way,28.0
4440,ways,32.0
4441,ways—to,1.0
4442,we,543.0
4443,we'll,12.0
4444,we're,11.0
4445,we've,4.0
4446,weakened,3.0
4447,weapons,4.0
4448,wear,5.0
4449,web,8.0
4450,web-based,1.0
4451,webisodes,1.0
4452,webmaster,2.0
4453,website,44.0
4454,website's,6.0
4455,websites,3.0
4456,wed,8.0
4457,week,4.0
4458,weekday,3.0
4459,weekends,1.0
4460,weekly,1.0
4461,weeks,39.0
4462,weeks’,3.0
4463,week’s,2.0
4464,weighing,1.0
4465,welcome,9.0
4466,welcoming,1.0
4467,welfare,1.0
4468,well,33.0
4469,well-being,1.0
4470,wellness,24.0
4471,went,4.0
4472,weren't,3.0
4473,west's,1.0
4474,we’d,1.0
4475,we’ll,12.0
4476,we’re,14.0
4477,we’ve,4.0
4478,wfscr,39.0
4479,what,207.0
4480,whatever,10.0
4481,what’s,5.0
4482,when,164.0
4483,whenever,4.0
4484,where,24.0
4485,wherever,9.0
4486,whether,20.0
4487,which,31.0
4488,while,30.0
4489,whistleblower,1.0
4490,white,3.0
4491,whitespace,1.0
4492,who,72.0
4493,whole,1.0
4494,whom,3.0
4495,whose,2.0
4496,who’s,1.0
4497,why,20.0
4498,wic,15.0
4499,wide,6.0
4500,width,15.0
4501,wifi,4.0
4502,willamette,6.0
4503,williamette,3.0
4504,willing,9.0
4505,wills,1.0
4506,win,4.0
4507,window,10.0
4508,window[ainame],6.0
4509,wins,1.0
4510,wish,13.0
4511,wishes,1.0
4512,withdrawal,6.0
4513,withdraws,1.0
4514,within,27.0
4515,without,47.0
4516,woman,3.0
4517,women,19.0
4518,women's,45.0
4519,women’s,3.0
4520,won't,12.0
4521,word,3.0
4522,wordexp,3.0
4523,words,6.0
4524,work,84.0
4525,work-up,3.0
4526,workaround,1.0
4527,worked,8.0
4528,workers,1.0
4529,workers',3.0
4530,working,12.0
4531,workplace,1.0
4532,works,26.0
4533,workshop,4.0
4534,workshops,125.0
4535,workstest,3.0
4536,world,5.0
4537,worldwide,1.0
4538,worried,5.0
4539,worsen,2.0
4540,worth,3.0
4541,would,24.0
4542,wrap,6.0
4543,wrestled,1.0
4544,write,4.0
4545,writing,6.0
4546,written,8.0
4547,wv,3.0
4548,wy,3.0
4549,xhr,1.0
4550,yard,3.0
4551,year,57.0
4552,year's,3.0
4553,year-round,4.0
4554,yearly,2.0
4555,yearn,1.0
4556,years,192.0
4557,year’s,2.0
4558,yellow,3.0
4559,yes,6.0
4560,yesterday,2.0
4561,yet,2.0
4562,york,8.0
4563,yorkers,1.0
4564,you,1022.0
4565,you'll,3.0
4566,you're,1.0
4567,you've,1.0
4568,youfile,1.0
4569,youif,1.0
4570,younextclear,3.0
4571,young,23.0
4572,your,1282.0
4573,yourself,7.0
4574,yourun,1.0
4575,youth,36.0
4576,youth-serving,2.0
4577,youthaccessoriesbagsbuttons,3.0
4578,youthteen,1.0
4579,youtube,6.0
4580,youwe,1.0
4581,you—today,1.0
4582,you’d,7.0
4583,you’ll,5.0
4584,you’re,16.0
4585,you’ve,4.0
4586,ytinitialdata,3.0
4587,zero,1.0
4588,zip,57.0
4589,عربى,1.0
4590,‘adolescent,1.0
4591,‘askable’,1.0
4592,‘gag,2.0
4593,‘let’s,1.0
4594,‘we,1.0
4595,“abortion,1.0
4596,“activists,1.0
4597,“chat,1.0
4598,“clear,1.0
4599,“crisis,1.0
4600,“expanded,1.0
4601,“family,1.0
4602,“flash,1.0
4603,“how,1.0
4604,“i,1.0
4605,“in,1.0
4606,“in-clinic,3.0
4607,“late-term,3.0
4608,“login,2.0
4609,“maine,4.0
4610,“medication,1.0
4611,“monkeypox,1.0
4612,“more,1.0
4613,“morning,2.0
4614,“no,1.0
4615,“rockland,1.0
4616,“sherry,1.0
4617,“start,1.0
4618,“take,1.0
4619,“talking”,1.0
4620,“thank,4.0
4621,“third,1.0
4622,“trump’s,1.0
4623,“web,1.0
4624,“why,1.0
4625,“you,1.0
4626,“your,1.0
4627,“‘more,1.0
