,index,Total
2750,teenagers,1.0
2751,television,1.0
2752,tell,4.0
2753,telling,1.0
2754,tempting,1.0
2755,ten,2.0
2756,tend,4.0
2757,tender,2.0
2758,tends,1.0
2759,tengah,3.0
2760,tenggara,3.0
2761,tennessee,3.0
2762,term,1.0
2763,terminate,1.0
2764,terminating,1.0
2765,termination,1.0
2766,terminations,15.0
2767,terms,38.0
2768,tertiary,1.0
2769,test,41.0
2770,tested,3.0
2771,testing,186.0
2772,tests,20.0
2773,teva,5.0
2774,texas,3.0
2775,text,36.0
2776,texting,1.0
2777,than,21.0
2778,thank,2.0
2779,that's,1.0
2780,that’s,2.0
2781,thead,56.0
2782,their,32.0
2783,them,13.0
2784,thematic,1.0
2785,theme,48.0
2786,themes,16.0
2787,themselves,2.0
2788,then,8.0
2789,there,30.0
2790,therein,1.0
2791,thereof,1.0
2792,there’s,1.0
2793,these,41.0
2794,thete,1.0
2795,they,103.0
2796,thin,20.0
2797,thing,4.0
2798,things,7.0
2799,think,21.0
2800,thinking,2.0
2801,thinks,1.0
2802,third,4.0
2803,third-party,1.0
2804,thirty,1.0
2805,this,146.0
2806,thomas,2.0
2807,thonotosassa,1.0
2808,thorton,1.0
2809,those,19.0
2810,though,1.0
2811,thought,3.0
2812,thoughtful,1.0
2813,thoughts,3.0
2814,threatened,1.0
2815,threatening,1.0
2816,three,10.0
2817,threesome,1.0
2818,through,23.0
2819,throwing,1.0
2820,thrown,1.0
2821,thursday,18.0
2822,thus,1.0
2823,tim,2.0
2824,time,67.0
2825,time-sensitive,1.0
2826,times,1.0
2827,timur,3.0
2828,tina,1.0
2829,tip,1.0
2830,tips,1.0
2831,tipswhat,1.0
2832,tired,1.0
2833,tissue,2.0
2834,tn,1.0
2835,today,8.0
2836,today’s,1.0
2837,together,3.0
2838,tome,5.0
2839,tons,2.0
2840,too,7.0
2841,too-tight,1.0
2842,took,19.0
2843,tool,1.0
2844,tools,1.0
2845,top,35.0
2846,topics,1.0
2847,totally,18.0
2848,tothe,1.0
2849,touching,1.0
2850,tough,1.0
2851,tours,1.0
2852,town,1.0
2853,townsville,1.0
2854,tr,32.0
2855,track,4.0
2856,tracker,1.0
2857,trade,1.0
2858,trained,4.0
2859,training,1.0
2860,trannys,1.0
2861,transactions,2.0
2862,transducer,2.0
2863,transform,64.0
2864,transition,1.0
2865,transmission,2.0
2866,transmissions,2.0
2867,transmit,1.0
2868,transmitted,6.0
2869,transparent,240.0
2870,transportation,1.0
2871,trap,1.0
2872,travel,2.0
2873,treasured,1.0
2874,treat,2.0
2875,treated,2.0
2876,treatment,86.0
2877,treatments,3.0
2878,tremendous,1.0
2879,trichomoniasis,1.0
2880,tried,1.0
2881,trimester,2.0
2882,trimesters,1.0
2883,true,1.0
2884,trust,3.0
2885,trustworthy,1.0
2886,truth,2.0
2887,try,36.0
2888,try-on,1.0
2889,trying,2.0
2890,tune-in,1.0
2891,turn,2.0
2892,turner,1.0
2893,turns,1.0
2894,turtleneck,1.0
2895,tweet,1.0
2896,twitter,20.0
2897,two,7.0
2898,tx,4.0
2899,type,2.0
2900,types,5.0
2901,typically,3.0
2902,ui,12.0
2903,ul,394.0
2904,ulipristal,5.0
2905,ultrasonic,1.0
2906,ultrasound,36.0
2907,ultrasounds,86.0
2908,un-pressured,1.0
2909,uncertain,1.0
2910,uncomfortable,2.0
2911,under,25.0
2912,understand,9.0
2913,understanding,1.0
2914,understands,1.0
2915,understood,17.0
2916,undiagnosed,1.0
2917,unexpected,8.0
2918,unexpectedly,1.0
2919,unintended,7.0
2920,unique,2.0
2921,united,2.0
2922,universities,1.0
2923,university,4.0
2924,unless,5.0
2925,unplanned,42.0
2926,unprotected,3.0
2927,until,2.0
2928,untimely,1.0
2929,up,39.0
2930,up\/down,2.0
2931,updated,2.0
2932,updates,1.0
2933,updating,2.0
2934,uploading,3.0
2935,upon,3.0
2936,upper,2.0
2937,uppercase,6.0
2938,urge,1.0
2939,urinate,1.0
2940,urine,6.0
2941,us,87.0
2942,usdigital,1.0
2943,use,57.0
2944,used,11.0
2945,usematchviewport,4.0
2946,user,108.0
2947,username,16.0
2948,users,3.0
2949,uses,9.0
2950,usfollowfollowcopyright,1.0
2951,using,13.0
2952,usthis,1.0
2953,usual,1.0
2954,usually,8.0
2955,ut,1.0
2956,utah,1.0
2957,utara,2.0
2958,uterine,1.0
2959,uterus,5.0
2960,utilize,1.0
2961,va,1.0
2962,valley,1.0
2963,value,1.0
2964,values,3.0
2965,van,1.0
2966,var,302.0
2967,variety,2.0
2968,various,3.0
2969,vary,1.0
2970,vass,1.0
2971,velvet,1.0
2972,venues,2.0
2973,verified,2.0
2974,verify,3.0
2975,verifying,1.0
2976,vermont,1.0
2977,version,1.0
2978,very,25.0
2979,via,1.0
2980,viability,2.0
2981,viable,7.0
2982,victoria,1.0
2983,video,1.0
2984,videos,2.0
2985,view,5.0
2986,vigorous,1.0
2987,village,1.0
2988,villages,1.0
2989,vincent,5.0
2990,vinyl,1.0
2991,violation,1.0
2992,violence,1.0
2993,virgin,9.0
2994,virginia,3.0
2995,virus,1.0
2996,viruses,1.0
2997,vision,1.0
2998,visit,9.0
2999,visitors,1.0
3000,visualize,1.0
3001,vital,2.0
3002,vitamin,1.0
3003,vitamins,1.0
3004,voice,1.0
3005,volume,1.0
3006,volunteer,1.0
3007,volunteers,1.0
3008,vomiting,1.0
3009,von,1.0
3010,vulnerability,1.0
3011,vulnerable,1.0
3012,wa,1.0
3013,wait,2.0
3014,waiting,6.0
3015,walk,4.0
3016,wall,2.0
3017,want,24.0
3018,wanted,1.0
3019,wanting,1.0
3020,wants,6.0
3021,warnings,1.0
3022,warranties,3.0
3023,warranty,1.0
3024,wary,1.0
3025,washington,1.0
3026,waste,2.0
3027,water,1.0
3028,waterville,7.0
3029,watson,6.0
3030,waves,4.0
3031,way,8.0
3032,wayne,2.0
3033,waynefleet,1.0
3034,ways,1.0
3035,we,227.0
3036,wear,1.0
3037,weather,8.0
3038,web,1.0
3039,website,49.0
3040,websites,8.0
3041,websites’,1.0
3042,website’s,2.0
3043,webster,2.0
3044,weeks,1.0
3045,weeksinformation,1.0
3046,weeks’,1.0
3047,weight,1.0
3048,welcome,3.0
3049,well,7.0
3050,well-being,1.0
3051,well-informed,1.0
3052,wellbeing,1.0
3053,west,3.0
3054,westbrook,1.0
3055,we’,1.0
3056,we’d,1.0
3057,we’ll,2.0
3058,we’re,13.0
3059,we’ve,3.0
3060,what,79.0
3061,what's,2.0
3062,whatever,6.0
3063,when,40.0
3064,where,42.0
3065,whether,6.0
3066,which,19.0
3067,while,3.0
3068,white,1.0
3069,who,66.0
3070,whole,3.0
3071,whom,1.0
3072,whore,1.0
3073,whose,1.0
3074,why,11.0
3075,wi,2.0
3076,widely,1.0
3077,wife,1.0
3078,willie,1.0
3079,willimantic,1.0
3080,willsonafter,1.0
3081,win,16.0
3082,wind,2.0
3083,windham,2.0
3084,window,1.0
3085,winds,1.0
3086,winter,14.0
3087,wired,1.0
3088,wisconsin,1.0
3089,wise,2.0
3090,wish,2.0
3091,within,15.0
3092,without,19.0
3093,wives,1.0
3094,woman,6.0
3095,woman's,1.0
3096,woman’s,3.0
3097,women,75.0
3098,women's,50.0
3099,women’s,53.0
3100,won't,2.0
3101,wonder,1.0
3102,wonderful,1.0
3103,wondering,3.0
3104,won’t,2.0
3105,wood,1.0
3106,wordpress,17.0
3107,work,28.0
3108,world,3.0
3109,worries,1.0
3110,worse,1.0
3111,worth,1.0
3112,would,17.0
3113,wouldn't,2.0
3114,wouldn’t,1.0
3115,written,1.0
3116,wrong,19.0
3117,wrongful,1.0
3118,wv,1.0
3119,wyoming,1.0
3120,yarmouth,2.0
3121,year,4.0
3122,years,3.0
3123,yellowpencil,20.0
3124,yet,1.0
3125,yogyakarta,1.0
3126,york,3.0
3127,you,538.0
3128,you'd,1.0
3129,you'll,1.0
3130,you're,4.0
3131,you've,1.0
3132,young,4.0
3133,your,369.0
3134,yourself,13.0
3135,youth,5.0
3136,youths,1.0
3137,you’d,1.0
3138,you’ll,1.0
3139,you’re,12.0
3140,you’ve,3.0
3141,yugoslav,1.0
3142,yummy,1.0
3143,‘double,3.0
3144,“a,1.0
3145,“am,1.0
3146,“are,1.0
3147,“baby,1.0
3148,“cdc,1.0
3149,“consequential”,1.0
3150,“cookie”,1.0
3151,“copyright”,1.0
3152,“could,1.0
3153,“do,2.0
3154,“how,3.0
3155,“i,2.0
3156,“incidental”,1.0
3157,“one,1.0
3158,“some,1.0
3159,“the,1.0
3160,“what,1.0
3161,“would,1.0
3162,pregnancy,1.0
